hgnc_symbol,hgnc_id,go_name,go_id,go_domain,ncon_gene,ncon_go,global_padj,gene_padj,pval,sim,sem_sim,cilow_global_padj,ciupp_global_padj,cilow_gene_padj,ciupp_gene_padj,cilow_pval,ciupp_pval
MEP1B,7020,identical protein binding,GO:0042802,molecular function,6,11,1.588e-01,2.373e-02,5.498e-03,9.378e-01,7.318e-03,1.483e-01,1.701e-01,1.687e-02,3.340e-02,3.313e-03,9.122e-03
MEP1B,7020,metalloendopeptidase activity,GO:0004222,molecular function,6,5,1.588e-01,3.005e-02,1.379e-02,8.835e-01,1.293e-02,1.483e-01,1.701e-01,2.576e-02,3.506e-02,1.013e-02,1.878e-02
MEP1B,7020,meprin A complex,GO:0017090,cellular component,6,3,1.588e-01,3.329e-02,2.198e-02,8.241e-01,6.458e-03,1.483e-01,1.701e-01,2.994e-02,3.702e-02,2.007e-02,2.408e-02
MEP1B,7020,integral component of plasma membrane,GO:0005887,cellular component,6,11,1.588e-01,4.524e-02,3.898e-02,7.355e-01,1.778e-02,1.482e-01,1.702e-01,3.858e-02,5.305e-02,2.915e-02,5.213e-02
MEP1B,7020,protein binding,GO:0005515,molecular function,6,161,1.592e-01,3.880e-02,3.569e-02,7.493e-01,2.644e-02,1.489e-01,1.702e-01,2.999e-02,5.021e-02,2.346e-02,5.429e-02
MEP1A,7015,metalloendopeptidase activity,GO:0004222,molecular function,5,5,1.588e-01,3.713e-02,1.130e-02,8.992e-01,1.379e-02,1.483e-01,1.701e-01,3.123e-02,4.414e-02,7.389e-03,1.728e-02
MEP1A,7015,meprin A complex,GO:0017090,cellular component,5,3,1.588e-01,4.131e-02,2.329e-02,8.150e-01,1.413e-02,1.483e-01,1.701e-01,3.975e-02,4.293e-02,1.891e-02,2.869e-02
MEP1A,7015,extracellular exosome,GO:0070062,cellular component,5,26,1.592e-01,4.481e-02,4.335e-02,7.198e-01,5.138e-03,1.489e-01,1.702e-01,3.981e-02,5.043e-02,3.988e-02,4.712e-02
MEP1A,7015,protein binding,GO:0005515,molecular function,5,161,1.601e-01,4.464e-02,4.056e-02,7.298e-01,1.845e-02,1.508e-01,1.701e-01,3.943e-02,5.054e-02,3.005e-02,5.474e-02
PPIB,9255,chaperone-mediated protein folding,GO:0061077,biological process,23,6,1.592e-01,2.348e-01,4.019e-02,7.308e-01,8.720e-03,1.489e-01,1.702e-01,2.182e-01,2.526e-01,3.485e-02,4.634e-02
PPIB,9255,endoplasmic reticulum,GO:0005783,cellular component,23,11,1.612e-01,2.458e-01,5.288e-02,6.905e-01,2.838e-02,1.486e-01,1.749e-01,2.339e-01,2.583e-01,3.344e-02,8.363e-02
PPIB,9255,positive regulation by host of viral process,GO:0044794,biological process,23,4,1.618e-01,2.348e-01,4.780e-02,7.052e-01,2.307e-02,1.520e-01,1.723e-01,2.182e-01,2.526e-01,3.287e-02,6.951e-02
PPIB,9255,positive regulation by host of viral genome replication,GO:0044829,biological process,23,3,1.657e-01,2.378e-01,4.900e-02,7.021e-01,2.074e-02,1.565e-01,1.754e-01,2.204e-01,2.565e-01,3.490e-02,6.879e-02
PPIB,9255,protein folding,GO:0006457,biological process,23,8,1.670e-01,2.348e-01,5.451e-02,6.855e-01,2.532e-02,1.613e-01,1.729e-01,2.182e-01,2.526e-01,3.634e-02,8.176e-02
PPIB,9255,cytoplasm,GO:0005737,cellular component,23,20,1.737e-01,2.578e-01,6.955e-02,6.483e-01,3.011e-02,1.518e-01,1.989e-01,2.366e-01,2.810e-01,4.374e-02,1.106e-01
PPIB,9255,intracellular membrane-bounded organelle,GO:0043231,cellular component,23,34,1.952e-01,2.687e-01,7.956e-02,6.207e-01,6.885e-02,1.393e-01,2.734e-01,1.929e-01,3.744e-01,2.941e-02,2.152e-01
PPIB,9255,nucleoplasm,GO:0005654,cellular component,23,10,2.049e-01,3.049e-01,1.247e-01,5.536e-01,3.152e-02,1.642e-01,2.557e-01,2.511e-01,3.703e-01,7.991e-02,1.945e-01
PPIB,9255,membrane,GO:0016020,cellular component,23,33,2.344e-01,3.164e-01,1.555e-01,5.113e-01,4.962e-02,1.642e-01,3.345e-01,2.471e-01,4.051e-01,8.098e-02,2.985e-01
PPIB,9255,protein stabilization,GO:0050821,biological process,23,2,2.500e-01,3.368e-01,1.730e-01,4.909e-01,5.205e-02,1.698e-01,3.682e-01,2.684e-01,4.225e-01,9.105e-02,3.288e-01
PPIB,9255,extracellular exosome,GO:0070062,cellular component,23,26,2.549e-01,3.344e-01,1.808e-01,4.848e-01,4.393e-02,1.879e-01,3.457e-01,2.567e-01,4.357e-01,1.011e-01,3.233e-01
PPIB,9255,perinuclear region of cytoplasm,GO:0048471,cellular component,23,5,2.673e-01,3.591e-01,2.034e-01,4.644e-01,2.998e-02,2.114e-01,3.380e-01,3.333e-01,3.871e-01,1.413e-01,2.928e-01
PPIB,9255,nucleus,GO:0005634,cellular component,23,26,2.683e-01,3.521e-01,1.950e-01,4.670e-01,5.770e-02,1.758e-01,4.097e-01,2.761e-01,4.489e-01,9.392e-02,4.049e-01
PPIB,9255,RNA binding,GO:0003723,molecular function,23,39,2.757e-01,3.688e-01,2.163e-01,4.545e-01,1.172e-02,2.517e-01,3.019e-01,3.436e-01,3.957e-01,1.873e-01,2.498e-01
PPIB,9255,protein peptidyl-prolyl isomerization,GO:0000413,biological process,23,3,3.176e-01,3.815e-01,2.387e-01,4.221e-01,7.088e-02,1.917e-01,5.259e-01,2.762e-01,5.268e-01,1.003e-01,5.679e-01
PPIB,9255,cyclosporin A binding,GO:0016018,molecular function,23,3,3.489e-01,4.158e-01,2.793e-01,3.834e-01,8.280e-02,1.886e-01,6.454e-01,2.781e-01,6.218e-01,1.168e-01,6.678e-01
PPIB,9255,neutrophil chemotaxis,GO:0030593,biological process,23,3,3.615e-01,4.015e-01,3.176e-01,3.719e-01,1.956e-02,3.128e-01,4.177e-01,3.848e-01,4.190e-01,2.590e-01,3.896e-01
PPIB,9255,protein binding,GO:0005515,molecular function,23,161,3.726e-01,4.030e-01,3.315e-01,3.622e-01,1.857e-02,3.205e-01,4.331e-01,3.873e-01,4.194e-01,2.728e-01,4.028e-01
PPIB,9255,peptidyl-prolyl cis-trans isomerase activity,GO:0003755,molecular function,23,3,3.728e-01,4.158e-01,3.158e-01,3.646e-01,5.892e-02,2.394e-01,5.806e-01,3.305e-01,5.231e-01,1.667e-01,5.982e-01
PPIB,9255,RNA polymerase binding,GO:0070063,molecular function,23,4,3.754e-01,4.078e-01,3.341e-01,3.599e-01,2.210e-02,3.138e-01,4.490e-01,3.833e-01,4.338e-01,2.654e-01,4.205e-01
PPIB,9255,bone development,GO:0060348,biological process,23,3,3.848e-01,4.290e-01,3.408e-01,3.483e-01,5.433e-02,2.490e-01,5.948e-01,3.773e-01,4.878e-01,1.908e-01,6.084e-01
PPIB,9255,positive regulation of multicellular organism growth,GO:0040018,biological process,23,4,4.120e-01,4.477e-01,3.701e-01,3.312e-01,4.448e-02,2.896e-01,5.862e-01,3.739e-01,5.360e-01,2.355e-01,5.816e-01
PPIB,9255,focal adhesion,GO:0005925,cellular component,23,3,4.302e-01,4.427e-01,3.940e-01,3.204e-01,1.686e-02,3.743e-01,4.944e-01,3.787e-01,5.174e-01,3.366e-01,4.611e-01
PDPR,30264,mitochondrial matrix,GO:0005759,cellular component,5,3,2.344e-01,2.416e-01,1.600e-01,5.076e-01,4.140e-02,1.698e-01,3.235e-01,1.552e-01,3.762e-01,9.463e-02,2.707e-01
PDPR,30264,oxidoreductase activity,GO:0016491,molecular function,5,86,2.444e-01,2.416e-01,1.630e-01,5.030e-01,5.016e-02,1.778e-01,3.359e-01,1.552e-01,3.762e-01,8.208e-02,3.236e-01
PDPR,30264,mitochondrion,GO:0005739,cellular component,5,7,2.718e-01,2.416e-01,2.096e-01,4.599e-01,2.053e-02,2.308e-01,3.202e-01,1.552e-01,3.762e-01,1.630e-01,2.697e-01
PDPR,30264,cytoplasm,GO:0005737,cellular component,5,20,2.731e-01,2.433e-01,2.047e-01,4.592e-01,5.062e-02,1.832e-01,4.070e-01,1.543e-01,3.837e-01,1.136e-01,3.686e-01
MUC1,7508,p53 binding,GO:0002039,molecular function,18,2,1.588e-01,1.613e-01,1.500e-02,8.714e-01,1.959e-02,1.483e-01,1.701e-01,1.372e-01,1.897e-01,9.833e-03,2.289e-02
MUC1,7508,positive regulation of transcription from RNA polymerase II promoter in response to stress,GO:0036003,biological process,18,16,1.588e-01,1.613e-01,3.237e-02,7.636e-01,1.977e-02,1.483e-01,1.701e-01,1.372e-01,1.897e-01,2.367e-02,4.427e-02
MUC1,7508,regulation of transcription from RNA polymerase II promoter in response to stress,GO:0043618,biological process,18,12,1.588e-01,1.613e-01,3.464e-02,7.537e-01,2.695e-02,1.483e-01,1.701e-01,1.372e-01,1.897e-01,2.255e-02,5.322e-02
MUC1,7508,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator",GO:0006978,biological process,18,3,1.601e-01,1.733e-01,5.009e-02,6.987e-01,1.520e-02,1.502e-01,1.706e-01,1.556e-01,1.931e-01,3.902e-02,6.432e-02
MUC1,7508,RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000978,molecular function,18,17,1.700e-01,1.733e-01,6.689e-02,6.557e-01,1.037e-02,1.565e-01,1.847e-01,1.556e-01,1.931e-01,5.708e-02,7.839e-02
MUC1,7508,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,GO:1902166,biological process,18,4,1.748e-01,1.733e-01,7.630e-02,6.351e-01,1.594e-02,1.588e-01,1.925e-01,1.556e-01,1.931e-01,5.994e-02,9.713e-02
MUC1,7508,extracellular exosome,GO:0070062,cellular component,18,26,1.799e-01,1.733e-01,8.858e-02,6.117e-01,3.592e-03,1.712e-01,1.889e-01,1.556e-01,1.931e-01,8.399e-02,9.342e-02
MUC1,7508,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",GO:0006977,biological process,18,4,1.799e-01,1.733e-01,8.492e-02,6.181e-01,1.543e-02,1.728e-01,1.873e-01,1.556e-01,1.931e-01,6.722e-02,1.073e-01
MUC1,7508,plasma membrane,GO:0005886,cellular component,18,16,1.817e-01,1.733e-01,9.264e-02,6.045e-01,4.163e-03,1.722e-01,1.916e-01,1.556e-01,1.931e-01,8.705e-02,9.858e-02
MUC1,7508,protein binding,GO:0005515,molecular function,18,161,1.997e-01,1.769e-01,1.174e-01,5.651e-01,1.333e-02,1.866e-01,2.138e-01,1.566e-01,2.000e-01,9.718e-02,1.419e-01
MUC1,7508,vesicle,GO:0031982,cellular component,18,5,2.002e-01,1.759e-01,1.149e-01,5.681e-01,2.397e-02,1.755e-01,2.285e-01,1.542e-01,2.008e-01,8.155e-02,1.618e-01
MUC1,7508,negative regulation of cell adhesion mediated by integrin,GO:0033629,biological process,18,4,2.026e-01,1.834e-01,1.204e-01,5.599e-01,2.640e-02,1.675e-01,2.451e-01,1.551e-01,2.170e-01,8.340e-02,1.739e-01
MUC1,7508,extracellular space,GO:0005615,cellular component,18,21,2.048e-01,1.804e-01,1.257e-01,5.536e-01,1.225e-02,1.885e-01,2.225e-01,1.580e-01,2.059e-01,1.057e-01,1.496e-01
MUC1,7508,negative regulation of transcription by competitive promoter binding,GO:0010944,biological process,18,2,2.207e-01,1.901e-01,1.469e-01,5.261e-01,1.739e-02,2.005e-01,2.430e-01,1.718e-01,2.103e-01,1.156e-01,1.866e-01
MUC1,7508,transcription coregulator activity,GO:0003712,molecular function,18,5,2.213e-01,1.931e-01,1.486e-01,5.246e-01,8.184e-03,2.038e-01,2.403e-01,1.736e-01,2.148e-01,1.330e-01,1.661e-01
MUC1,7508,chromatin,GO:0000785,cellular component,18,7,2.792e-01,2.413e-01,2.188e-01,4.505e-01,2.763e-02,2.240e-01,3.479e-01,1.795e-01,3.243e-01,1.573e-01,3.045e-01
MUC1,7508,apical plasma membrane,GO:0016324,cellular component,18,3,2.977e-01,2.627e-01,2.431e-01,4.304e-01,1.538e-02,2.622e-01,3.381e-01,2.133e-01,3.236e-01,2.030e-01,2.912e-01
MUC1,7508,positive regulation of histone H4 acetylation,GO:0090240,biological process,18,4,3.671e-01,3.219e-01,3.219e-01,3.684e-01,2.287e-02,3.029e-01,4.449e-01,2.523e-01,4.108e-01,2.523e-01,4.108e-01
NPL,16781,identical protein binding,GO:0042802,molecular function,2,11,1.588e-01,2.297e-02,1.149e-02,8.999e-01,1.028e-02,1.483e-01,1.701e-01,1.642e-02,3.215e-02,8.208e-03,1.607e-02
NPL,16781,protein binding,GO:0005515,molecular function,2,161,1.734e-01,6.629e-02,6.629e-02,6.545e-01,4.386e-02,1.494e-01,2.012e-01,3.344e-02,1.314e-01,3.344e-02,1.314e-01
NEC1,8743,serine-type endopeptidase activity,GO:0004252,molecular function,6,3,1.699e-01,1.692e-01,5.957e-02,6.728e-01,1.645e-02,1.549e-01,1.862e-01,1.211e-01,2.364e-01,4.593e-02,7.726e-02
NEC1,8743,protein processing,GO:0016485,biological process,6,17,1.753e-01,1.692e-01,8.022e-02,6.271e-01,2.064e-02,1.575e-01,1.952e-01,1.211e-01,2.364e-01,5.853e-02,1.099e-01
NEC1,8743,peptide hormone processing,GO:0016486,biological process,6,13,1.855e-01,1.692e-01,9.311e-02,6.023e-01,3.275e-02,1.560e-01,2.206e-01,1.211e-01,2.364e-01,5.750e-02,1.508e-01
NEC1,8743,extracellular space,GO:0005615,cellular component,6,21,2.345e-01,1.859e-01,1.630e-01,5.072e-01,2.158e-02,2.000e-01,2.750e-01,1.454e-01,2.377e-01,1.218e-01,2.181e-01
NEC1,8743,neuron projection,GO:0043005,cellular component,6,19,2.411e-01,2.070e-01,1.737e-01,4.956e-01,2.249e-02,2.020e-01,2.879e-01,1.997e-01,2.145e-01,1.290e-01,2.339e-01
NEC1,8743,membrane,GO:0016020,cellular component,6,33,2.459e-01,1.882e-01,1.754e-01,4.928e-01,2.994e-02,1.981e-01,3.052e-01,1.447e-01,2.448e-01,1.179e-01,2.609e-01
MOXD1,21063,copper ion binding,GO:0005507,molecular function,10,8,1.641e-01,1.201e-01,4.929e-02,7.014e-01,1.306e-02,1.542e-01,1.746e-01,7.277e-02,1.982e-01,3.965e-02,6.128e-02
MOXD1,21063,endoplasmic reticulum membrane,GO:0005789,cellular component,10,5,1.735e-01,1.201e-01,3.460e-02,7.528e-01,7.526e-02,1.499e-01,2.008e-01,7.277e-02,1.982e-01,1.062e-02,1.127e-01
MOXD1,21063,octopamine biosynthetic process,GO:0006589,biological process,10,6,1.758e-01,1.201e-01,4.679e-02,7.079e-01,6.683e-02,1.495e-01,2.067e-01,7.277e-02,1.982e-01,1.668e-02,1.313e-01
MOXD1,21063,extracellular space,GO:0005615,cellular component,10,21,1.788e-01,1.387e-01,8.774e-02,6.132e-01,6.122e-03,1.680e-01,1.904e-01,9.843e-02,1.954e-01,8.001e-02,9.622e-02
MOXD1,21063,secretory granule membrane,GO:0030667,cellular component,10,14,1.821e-01,1.308e-01,7.779e-02,6.311e-01,3.047e-02,1.659e-01,1.999e-01,8.034e-02,2.130e-01,4.926e-02,1.228e-01
MOXD1,21063,dopamine catabolic process,GO:0042420,biological process,10,3,1.850e-01,1.221e-01,7.503e-02,6.340e-01,5.109e-02,1.453e-01,2.356e-01,7.172e-02,2.078e-01,3.506e-02,1.606e-01
MOXD1,21063,norepinephrine biosynthetic process,GO:0042421,biological process,10,3,1.883e-01,1.222e-01,6.496e-02,6.534e-01,7.052e-02,1.406e-01,2.521e-01,7.167e-02,2.083e-01,2.252e-02,1.874e-01
MOXD1,21063,protein binding,GO:0005515,molecular function,10,161,1.998e-01,1.449e-01,1.198e-01,5.619e-01,6.202e-03,1.890e-01,2.114e-01,1.056e-01,1.989e-01,1.096e-01,1.308e-01
MOXD1,21063,dopamine beta-monooxygenase activity,GO:0004500,molecular function,10,2,3.017e-01,2.376e-01,2.284e-01,4.299e-01,7.461e-02,1.727e-01,5.272e-01,1.059e-01,5.329e-01,9.495e-02,5.495e-01
TAF3,17303,transcription factor TFIID complex,GO:0005669,cellular component,9,4,1.588e-01,9.309e-02,1.627e-02,8.685e-01,4.939e-03,1.483e-01,1.701e-01,6.852e-02,1.265e-01,1.485e-02,1.783e-02
TAF3,17303,nucleoplasm,GO:0005654,cellular component,9,10,1.610e-01,9.309e-02,3.986e-02,7.322e-01,1.618e-02,1.519e-01,1.706e-01,6.852e-02,1.265e-01,3.068e-02,5.179e-02
TAF3,17303,maintenance of protein location in nucleus,GO:0051457,biological process,9,4,1.649e-01,9.309e-02,3.948e-02,7.345e-01,3.458e-02,1.543e-01,1.763e-01,6.852e-02,1.265e-01,2.264e-02,6.885e-02
TAF3,17303,negative regulation of transcription by RNA polymerase II,GO:0000122,biological process,9,25,1.733e-01,9.967e-02,7.680e-02,6.338e-01,2.240e-02,1.586e-01,1.894e-01,6.930e-02,1.433e-01,5.483e-02,1.076e-01
TAF3,17303,protein binding,GO:0005515,molecular function,9,161,1.740e-01,9.967e-02,7.806e-02,6.315e-01,1.769e-02,1.580e-01,1.917e-01,6.930e-02,1.433e-01,5.972e-02,1.020e-01
TAF3,17303,nucleus,GO:0005634,cellular component,9,26,1.752e-01,9.309e-02,7.067e-02,6.462e-01,2.577e-02,1.580e-01,1.942e-01,6.852e-02,1.265e-01,4.735e-02,1.055e-01
TAF3,17303,nuclear membrane,GO:0031965,cellular component,9,6,1.765e-01,9.967e-02,7.739e-02,6.312e-01,3.215e-02,1.554e-01,2.005e-01,6.930e-02,1.433e-01,4.678e-02,1.280e-01
TAF3,17303,negative regulation of DNA-binding transcription factor activity,GO:0043433,biological process,9,6,2.258e-01,1.441e-01,1.302e-01,5.394e-01,6.637e-02,1.536e-01,3.321e-01,6.785e-02,3.060e-01,5.059e-02,3.351e-01
HMCN1,19194,collagen-containing extracellular matrix,GO:0062023,cellular component,7,16,1.588e-01,1.163e-01,3.806e-02,7.391e-01,1.800e-02,1.483e-01,1.701e-01,9.483e-02,1.427e-01,2.838e-02,5.104e-02
HMCN1,19194,adherens junction,GO:0005912,cellular component,7,4,1.588e-01,1.163e-01,4.285e-02,7.216e-01,4.487e-03,1.483e-01,1.701e-01,9.483e-02,1.427e-01,3.981e-02,4.613e-02
HMCN1,19194,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,GO:0007157,biological process,7,2,1.775e-01,1.163e-01,8.365e-02,6.202e-01,2.469e-02,1.553e-01,2.029e-01,9.483e-02,1.427e-01,5.781e-02,1.211e-01
HMCN1,19194,homophilic cell adhesion via plasma membrane adhesion molecules,GO:0007156,biological process,7,2,1.785e-01,1.163e-01,8.547e-02,6.167e-01,2.618e-02,1.548e-01,2.058e-01,9.483e-02,1.427e-01,5.787e-02,1.262e-01
HMCN1,19194,extracellular exosome,GO:0070062,cellular component,7,26,1.833e-01,1.285e-01,8.849e-02,6.116e-01,1.588e-02,1.720e-01,1.953e-01,1.049e-01,1.574e-01,6.962e-02,1.125e-01
HMCN1,19194,protein binding,GO:0005515,molecular function,7,161,2.145e-01,1.430e-01,1.359e-01,5.386e-01,3.206e-02,1.749e-01,2.630e-01,1.004e-01,2.038e-01,8.710e-02,2.119e-01
HMCN1,19194,extracellular matrix structural constituent,GO:0005201,molecular function,7,8,2.223e-01,1.592e-01,1.516e-01,5.211e-01,9.880e-03,2.104e-01,2.347e-01,1.302e-01,1.946e-01,1.329e-01,1.729e-01
CLN8,2079,cholesterol metabolic process,GO:0008203,biological process,9,7,1.601e-01,1.294e-01,4.404e-02,7.179e-01,2.362e-02,1.502e-01,1.706e-01,7.098e-02,2.359e-01,2.987e-02,6.493e-02
CLN8,2079,ceramide metabolic process,GO:0006672,biological process,9,8,1.629e-01,1.294e-01,4.765e-02,7.046e-01,4.628e-02,1.447e-01,1.834e-01,7.098e-02,2.359e-01,2.289e-02,9.918e-02
CLN8,2079,endoplasmic reticulum-Golgi intermediate compartment,GO:0005793,cellular component,9,2,1.660e-01,1.294e-01,4.882e-02,7.031e-01,6.302e-02,1.521e-01,1.812e-01,7.098e-02,2.359e-01,1.810e-02,1.317e-01
CLN8,2079,phospholipid metabolic process,GO:0006644,biological process,9,25,1.701e-01,1.423e-01,7.248e-02,6.432e-01,1.511e-02,1.609e-01,1.798e-01,9.402e-02,2.154e-01,5.755e-02,9.128e-02
CLN8,2079,endoplasmic reticulum,GO:0005783,cellular component,9,11,1.780e-01,1.333e-01,6.996e-02,6.454e-01,5.910e-02,1.526e-01,2.076e-01,7.105e-02,2.501e-01,2.779e-02,1.761e-01
CLN8,2079,ceramide binding,GO:0097001,molecular function,9,5,1.826e-01,1.468e-01,8.289e-02,6.183e-01,4.963e-02,1.465e-01,2.275e-01,7.463e-02,2.890e-01,3.910e-02,1.757e-01
CLN8,2079,protein binding,GO:0005515,molecular function,9,161,3.336e-01,3.334e-01,2.721e-01,3.998e-01,5.294e-02,2.218e-01,5.016e-01,1.858e-01,5.984e-01,1.488e-01,4.974e-01
CLN8,2079,lipid homeostasis,GO:0055088,biological process,9,10,3.374e-01,3.276e-01,2.785e-01,3.944e-01,5.492e-02,2.199e-01,5.176e-01,1.844e-01,5.822e-01,1.557e-01,4.982e-01
CLN8,2079,nervous system development,GO:0007399,biological process,9,2,5.015e-01,4.693e-01,4.693e-01,2.644e-01,5.696e-02,3.284e-01,7.658e-01,2.794e-01,7.884e-01,2.794e-01,7.884e-01
ZFP28,17801,"DNA-binding transcription factor activity, RNA polymerase II-specific",GO:0000981,molecular function,4,7,1.588e-01,5.654e-02,2.303e-02,8.162e-01,4.834e-03,1.483e-01,1.701e-01,4.799e-02,6.662e-02,2.146e-02,2.471e-02
ZFP28,17801,regulation of transcription by RNA polymerase II,GO:0006357,biological process,4,30,1.588e-01,5.654e-02,3.290e-02,7.611e-01,1.789e-02,1.483e-01,1.701e-01,4.799e-02,6.662e-02,2.475e-02,4.375e-02
ZFP28,17801,RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000978,molecular function,4,17,1.762e-01,8.576e-02,7.306e-02,6.406e-01,2.865e-02,1.576e-01,1.970e-01,5.223e-02,1.408e-01,4.701e-02,1.135e-01
ZFP28,17801,nucleus,GO:0005634,cellular component,4,26,1.981e-01,9.926e-02,9.926e-02,5.906e-01,4.093e-02,1.706e-01,2.300e-01,5.371e-02,1.835e-01,5.371e-02,1.835e-01
LRIG2,20889,extracellular matrix,GO:0031012,cellular component,3,14,1.877e-01,1.391e-01,7.692e-02,6.288e-01,5.629e-02,1.410e-01,2.498e-01,9.954e-02,1.945e-01,3.359e-02,1.761e-01
LRIG2,20889,extracellular space,GO:0005615,cellular component,3,21,1.902e-01,1.527e-01,9.887e-02,5.922e-01,3.252e-02,1.581e-01,2.288e-01,1.009e-01,2.311e-01,6.165e-02,1.586e-01
LRIG2,20889,protein binding,GO:0005515,molecular function,3,161,2.194e-01,1.569e-01,1.432e-01,5.301e-01,2.525e-02,1.835e-01,2.625e-01,1.092e-01,2.253e-01,1.017e-01,2.014e-01
MRC1,7228,receptor-mediated endocytosis,GO:0006898,biological process,6,8,1.695e-01,1.742e-01,6.165e-02,6.661e-01,4.479e-02,1.529e-01,1.879e-01,1.701e-01,1.784e-01,3.012e-02,1.262e-01
MRC1,7228,cargo receptor activity,GO:0038024,molecular function,6,14,1.706e-01,1.797e-01,6.951e-02,6.498e-01,6.638e-03,1.574e-01,1.850e-01,1.651e-01,1.956e-01,6.282e-02,7.691e-02
MRC1,7228,plasma membrane,GO:0005886,cellular component,6,16,1.917e-01,1.797e-01,1.091e-01,5.774e-01,9.293e-03,1.795e-01,2.047e-01,1.651e-01,1.956e-01,9.537e-02,1.248e-01
MRC1,7228,protein binding,GO:0005515,molecular function,6,161,1.982e-01,1.797e-01,1.169e-01,5.660e-01,8.139e-03,1.856e-01,2.117e-01,1.651e-01,1.956e-01,1.041e-01,1.313e-01
MRC1,7228,endosome membrane,GO:0010008,cellular component,6,8,3.130e-01,2.960e-01,2.622e-01,4.148e-01,1.125e-02,2.878e-01,3.405e-01,2.395e-01,3.659e-01,2.314e-01,2.970e-01
MRC1,7228,signaling receptor activity,GO:0038023,molecular function,6,27,4.061e-01,3.794e-01,3.668e-01,3.327e-01,4.789e-02,2.787e-01,5.917e-01,2.479e-01,5.808e-01,2.242e-01,6.000e-01
HYKK,34403,amino acid kinase activity,GO:0019202,molecular function,2,8,1.459e-01,1.039e-03,5.193e-04,9.793e-01,3.014e-03,1.178e-01,1.806e-01,3.408e-04,3.165e-03,1.704e-04,1.582e-03
HYKK,34403,hydroxylysine kinase activity,GO:0047992,molecular function,2,3,2.018e-01,2.250e-02,2.250e-02,7.489e-01,1.507e-01,1.178e-01,3.457e-01,1.669e-03,3.035e-01,1.669e-03,3.035e-01
CUTC,24271,cytoplasm,GO:0005737,cellular component,9,20,2.335e-01,4.376e-01,1.553e-01,5.122e-01,4.648e-02,1.657e-01,3.291e-01,3.345e-01,5.725e-01,8.467e-02,2.850e-01
CUTC,24271,nucleoplasm,GO:0005654,cellular component,9,10,2.497e-01,4.376e-01,1.841e-01,4.841e-01,2.594e-02,2.023e-01,3.081e-01,3.345e-01,5.725e-01,1.333e-01,2.542e-01
CUTC,24271,copper ion binding,GO:0005507,molecular function,9,8,2.977e-01,4.376e-01,2.408e-01,4.296e-01,3.459e-02,2.257e-01,3.926e-01,3.345e-01,5.725e-01,1.588e-01,3.653e-01
CUTC,24271,nucleolus,GO:0005730,cellular component,9,5,3.052e-01,4.376e-01,2.410e-01,4.275e-01,4.633e-02,2.132e-01,4.370e-01,3.345e-01,5.725e-01,1.432e-01,4.058e-01
CUTC,24271,protein tetramerization,GO:0051262,biological process,9,4,3.149e-01,4.376e-01,2.654e-01,4.119e-01,1.694e-02,2.735e-01,3.626e-01,3.345e-01,5.725e-01,2.194e-01,3.211e-01
CUTC,24271,cytosol,GO:0005829,cellular component,9,11,3.317e-01,4.376e-01,2.799e-01,3.975e-01,3.823e-02,2.455e-01,4.481e-01,3.345e-01,5.725e-01,1.849e-01,4.235e-01
CUTC,24271,copper ion homeostasis,GO:0055070,biological process,9,3,3.908e-01,4.376e-01,3.488e-01,3.485e-01,3.092e-02,3.035e-01,5.033e-01,3.345e-01,5.725e-01,2.529e-01,4.812e-01
CUTC,24271,nucleus,GO:0005634,cellular component,9,26,4.099e-01,4.524e-01,3.525e-01,3.321e-01,7.533e-02,2.290e-01,7.339e-01,3.297e-01,6.206e-01,1.597e-01,7.784e-01
CUTC,24271,protein binding,GO:0005515,molecular function,9,161,4.812e-01,4.846e-01,4.537e-01,2.843e-01,9.646e-03,4.489e-01,5.159e-01,4.188e-01,5.606e-01,4.170e-01,4.936e-01
GALC,4115,galactosylceramide catabolic process,GO:0006683,biological process,3,4,1.588e-01,3.951e-02,1.885e-02,8.378e-01,4.395e-02,1.483e-01,1.701e-01,3.245e-02,4.810e-02,8.792e-03,4.041e-02
GALC,4115,lysosome,GO:0005764,cellular component,3,12,1.588e-01,4.697e-02,3.448e-02,7.549e-01,2.983e-02,1.482e-01,1.702e-01,3.941e-02,5.598e-02,2.123e-02,5.598e-02
GALC,4115,galactosylceramidase activity,GO:0004336,molecular function,3,2,1.690e-01,5.648e-02,5.466e-02,6.851e-01,2.389e-02,1.529e-01,1.868e-01,3.886e-02,8.209e-02,3.730e-02,8.010e-02
HERC2,4868,cellular response to DNA damage stimulus,GO:0006974,biological process,11,12,2.036e-01,5.870e-01,1.165e-01,5.644e-01,3.641e-02,1.738e-01,2.386e-01,4.768e-01,7.227e-01,6.894e-02,1.969e-01
